,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,Categoría,AÑO,Hectáreas cultivadas
2115,47,MAGDALENA,47001,SANTA MARTA ,Cultivo permanente,2007,277.0
2116,50,META,50350,LA MACARENA,Cultivo permanente,2007,565.0
2117,50,META,50400,LEJANÍAS,Cultivo abandonado,2007,0.0
2118,50,META,50325,MAPIRIPÁN,Cultivo permanente,2007,2230.0
2119,50,META,50330,MESETAS,Cultivo intermintente,2007,56.0
2120,50,META,50450,PUERTO CONCORDIA,Cultivo permanente,2007,182.0
2121,50,META,50568,PUERTO GAITÁN,Cultivo abandonado,2007,231.0
2122,50,META,50577,PUERTO LLERAS,Cultivo intermintente,2007,494.0
2123,50,META,50573,PUERTO LÓPEZ,Cultivo abandonado,2007,0.0
2124,50,META,50590,PUERTO RICO,Cultivo permanente,2007,2658.0
2125,50,META,50683,SAN JUAN DE ARAMA,Cultivo permanente,2007,116.0
2126,50,META,50689,SAN MARTÍN,Cultivo abandonado,2007,1.0
2127,50,META,50370,URIBE,Cultivo intermintente,2007,61.0
2128,50,META,50711,VISTAHERMOSA,Cultivo permanente,2007,3792.0
2129,52,NARIÑO,52036,ANCUYA,Cultivo intermintente,2007,17.0
2130,52,NARIÑO,52079,BARBACOAS,Cultivo permanente,2007,1586.0
2131,52,NARIÑO,52110,BUESACO,Cultivo abandonado,2007,0.0
2132,52,NARIÑO,52207,CONSACÁ,Cultivo abandonado,2007,0.0
2133,52,NARIÑO,52210,CONTADERO,Cultivo abandonado,2007,0.0
2134,52,NARIÑO,52215,CÓRDOBA,Cultivo abandonado,2007,0.0
2135,52,NARIÑO,52227,CUMBAL,Cultivo abandonado,2007,0.0
2136,52,NARIÑO,52233,CUMBITARA,Cultivo permanente,2007,452.0
2137,52,NARIÑO,52250,EL CHARCO,Cultivo permanente,2007,1728.0
2138,52,NARIÑO,52254,EL PEÑOL,Cultivo permanente,2007,91.0
2139,52,NARIÑO,52256,EL ROSARIO,Cultivo permanente,2007,434.0
2140,52,NARIÑO,52260,EL TAMBO,Cultivo permanente,2007,13.0
2141,52,NARIÑO,52520,FRANCISCO PIZARRO ,Cultivo permanente,2007,501.0
2142,52,NARIÑO,52356,IPIALES,Cultivo permanente,2007,123.0
2143,52,NARIÑO,52381,LA FLORIDA,Cultivo intermintente,2007,0.0
2144,52,NARIÑO,52385,LA LLANADA,Cultivo permanente,2007,0.0
2145,52,NARIÑO,52390,LA TOLA,Cultivo permanente,2007,184.0
2146,52,NARIÑO,52405,LEIVA,Cultivo permanente,2007,185.0
2147,52,NARIÑO,52411,LINARES,Cultivo permanente,2007,22.0
2148,52,NARIÑO,52418,LOS ANDES ,Cultivo permanente,2007,81.0
2149,52,NARIÑO,52427,MAGÜÍ ,Cultivo permanente,2007,2593.0
2150,52,NARIÑO,52435,MALLAMA ,Cultivo intermintente,2007,1.0
2151,52,NARIÑO,52473,MOSQUERA,Cultivo permanente,2007,188.0
2152,52,NARIÑO,52490,OLAYA HERRERA ,Cultivo permanente,2007,1972.0
2153,52,NARIÑO,52540,POLICARPA,Cultivo permanente,2007,773.0
2154,52,NARIÑO,52573,PUERRES,Cultivo abandonado,2007,0.0
2155,52,NARIÑO,52612,RICAURTE,Cultivo permanente,2007,53.0
2156,52,NARIÑO,52621,ROBERTO PAYÁN ,Cultivo permanente,2007,2896.0
2157,52,NARIÑO,52678,SAMANIEGO,Cultivo permanente,2007,24.0
2158,52,NARIÑO,52693,SAN PABLO,Cultivo abandonado,2007,0.0
2159,52,NARIÑO,52683,SANDONÁ,Cultivo intermintente,2007,0.0
2160,52,NARIÑO,52696,SANTA BÁRBARA ,Cultivo permanente,2007,700.0
2161,52,NARIÑO,52699,SANTA CRUZ ,Cultivo permanente,2007,0.0
2162,52,NARIÑO,52835,TUMACO,Cultivo permanente,2007,5642.0
2163,54,NORTE DE SANTANDER,54003,ÁBREGO,Cultivo permanente,2007,0.0
2164,54,NORTE DE SANTANDER,54109,BUCARASICA,Cultivo intermintente,2007,2.0
2165,54,NORTE DE SANTANDER,54128,CÁCHIRA,Cultivo abandonado,2007,2.0
2166,54,NORTE DE SANTANDER,54206,CONVENCIÓN,Cultivo permanente,2007,41.0
2167,54,NORTE DE SANTANDER,54001,CÚCUTA,Cultivo permanente,2007,0.0
2168,54,NORTE DE SANTANDER,54245,EL CARMEN,Cultivo permanente,2007,58.0
2169,54,NORTE DE SANTANDER,54250,EL TARRA,Cultivo permanente,2007,764.0
2170,54,NORTE DE SANTANDER,54261,EL ZULIA,Cultivo permanente,2007,0.0
2171,54,NORTE DE SANTANDER,54344,HACARÍ,Cultivo permanente,2007,0.0
2172,54,NORTE DE SANTANDER,54385,LA ESPERANZA,Cultivo intermintente,2007,64.0
2173,54,NORTE DE SANTANDER,54398,LA PLAYA,Cultivo intermintente,2007,0.0
2174,54,NORTE DE SANTANDER,54418,LOURDES,Cultivo abandonado,2007,0.0
2175,54,NORTE DE SANTANDER,54498,OCAÑA,Cultivo permanente,2007,0.0
2176,54,NORTE DE SANTANDER,54670,SAN CALIXTO,Cultivo permanente,2007,34.0
2177,54,NORTE DE SANTANDER,54720,SARDINATA,Cultivo permanente,2007,93.0
2178,54,NORTE DE SANTANDER,54800,TEORAMA,Cultivo permanente,2007,186.0
2179,54,NORTE DE SANTANDER,54810,TIBÚ,Cultivo permanente,2007,702.0
2180,54,NORTE DE SANTANDER,54820,TOLEDO,Cultivo abandonado,2007,0.0
2181,86,PUTUMAYO,86001,MOCOA,Cultivo permanente,2007,142.0
2182,86,PUTUMAYO,86320,ORITO,Cultivo permanente,2007,1740.0
2183,86,PUTUMAYO,86568,PUERTO ASÍS,Cultivo permanente,2007,4531.0
2184,86,PUTUMAYO,86569,PUERTO CAICEDO,Cultivo permanente,2007,929.0
2185,86,PUTUMAYO,86571,PUERTO GUZMÁN,Cultivo permanente,2007,1827.0
2186,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,Cultivo permanente,2007,1530.0
2187,86,PUTUMAYO,86757,SAN MIGUEL ,Cultivo permanente,2007,867.0
2188,86,PUTUMAYO,86760,SANTIAGO,Cultivo abandonado,2007,0.0
2189,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ ,Cultivo permanente,2007,2334.0
2190,86,PUTUMAYO,86885,VILLAGARZÓN,Cultivo permanente,2007,913.0
2191,68,SANTANDER,68020,ALBANIA,Cultivo abandonado,2007,0.0
2192,68,SANTANDER,68092,BETULIA,Cultivo abandonado,2007,35.0
2193,68,SANTANDER,68101,BOLÍVAR,Cultivo intermintente,2007,742.0
2194,68,SANTANDER,68176,CHIMA,Cultivo abandonado,2007,0.0
2195,68,SANTANDER,68190,CIMITARRA,Cultivo intermintente,2007,100.0
2196,68,SANTANDER,68209,CONFINES,Cultivo abandonado,2007,0.0
2197,68,SANTANDER,68211,CONTRATACIÓN,Cultivo abandonado,2007,0.0
2198,68,SANTANDER,68235,EL CARMEN,Cultivo intermintente,2007,4.0
2199,68,SANTANDER,68250,EL PEÑÓN,Cultivo intermintente,2007,8.0
2200,68,SANTANDER,68255,EL PLAYÓN,Cultivo abandonado,2007,0.0
2201,68,SANTANDER,68271,FLORIÁN,Cultivo abandonado,2007,6.0
2202,68,SANTANDER,68322,GUAPOTÁ,Cultivo abandonado,2007,0.0
2203,68,SANTANDER,68324,GUAVATÁ,Cultivo abandonado,2007,0.0
2204,68,SANTANDER,68377,LA BELLEZA,Cultivo intermintente,2007,53.0
2205,68,SANTANDER,68397,LA PAZ,Cultivo abandonado,2007,0.0
2206,68,SANTANDER,68385,LANDÁZURI,Cultivo abandonado,2007,63.0
2207,68,SANTANDER,68524,PALMAS DEL SOCORRO,Cultivo abandonado,2007,0.0
2208,68,SANTANDER,68573,PUERTO PARRA,Cultivo abandonado,2007,44.0
2209,68,SANTANDER,68615,RIONEGRO,Cultivo intermintente,2007,0.0
2210,68,SANTANDER,68655,SABANA DE TORRES,Cultivo abandonado,2007,8.0
2211,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,Cultivo abandonado,2007,23.0
2212,68,SANTANDER,68720,SANTA HELENA DEL OPÓN,Cultivo intermintente,2007,14.0
2213,68,SANTANDER,68745,SIMACOTA,Cultivo intermintente,2007,13.0
2214,68,SANTANDER,68755,SOCORRO,Cultivo abandonado,2007,0.0
2215,68,SANTANDER,68773,SUCRE,Cultivo abandonado,2007,204.0
2216,68,SANTANDER,68861,VÉLEZ,Cultivo abandonado,2007,8.0
2217,76,VALLE DEL CAUCA,76100,BOLÍVAR,Cultivo permanente,2007,2.0
2218,76,VALLE DEL CAUCA,76109,BUENAVENTURA,Cultivo permanente,2007,400.0
2219,76,VALLE DEL CAUCA,76001,CALI,Cultivo abandonado,2007,0.0
2220,76,VALLE DEL CAUCA,76126,CALIMA ,Cultivo permanente,2007,51.0
2221,76,VALLE DEL CAUCA,76233,DAGUA,Cultivo permanente,2007,0.0
2222,76,VALLE DEL CAUCA,76364,JAMUNDÍ,Cultivo intermintente,2007,0.0
2223,76,VALLE DEL CAUCA,76834,TULUÁ,Cultivo intermintente,2007,0.0
2224,97,VAUPÉS,97161,CARURÚ,Cultivo permanente,2007,157.0
2225,97,VAUPÉS,97001,MITÚ,Cultivo abandonado,2007,125.0
2226,97,VAUPÉS,97511,PACOA ,Cultivo abandonado,2007,16.0
2227,97,VAUPÉS,97777,PAPUNAUA ,Cultivo abandonado,2007,5.0
2228,97,VAUPÉS,97666,TARAIRA,Cultivo abandonado,2007,0.0
2229,97,VAUPÉS,97889,YAVARATÉ ,Cultivo abandonado,2007,4.0
2230,99,VICHADA,99773,CUMARIBO,Cultivo permanente,2007,7109.0
2231,99,VICHADA,99524,LA PRIMAVERA,Cultivo abandonado,2007,108.0
2232,99,VICHADA,99624,SANTA ROSALÍA,Cultivo abandonado,2007,1.0
2233,91,AMAZONAS,91263,EL ENCANTO ,Cultivo intermintente,2008,349.0
2234,91,AMAZONAS,91405,LA CHORRERA ,Cultivo intermintente,2008,349.0
2235,91,AMAZONAS,91407,LA PEDRERA ,Cultivo abandonado,2008,0.0
2236,91,AMAZONAS,91430,LA VICTORIA  ,Cultivo abandonado,2008,0.0
2237,91,AMAZONAS,91460,MIRITÍ-PARANÁ  ,Cultivo abandonado,2008,2.0
2238,91,AMAZONAS,91530,PUERTO ALEGRÍA ,Cultivo permanente,2008,95.0
2239,91,AMAZONAS,91536,PUERTO ARICA ,Cultivo abandonado,2008,0.0
2240,91,AMAZONAS,91669,SANTANDER  ,Cultivo abandonado,2008,41.0
2241,5,ANTIOQUIA,5031,AMALFI,Cultivo permanente,2008,151.0
2242,5,ANTIOQUIA,5040,ANORÍ,Cultivo permanente,2008,787.0
2243,5,ANTIOQUIA,5045,APARTADÓ,Cultivo permanente,2008,10.0
2244,5,ANTIOQUIA,5055,ARGELIA,Cultivo abandonado,2008,1.0
2245,5,ANTIOQUIA,5107,BRICEÑO,Cultivo permanente,2008,85.0
2246,5,ANTIOQUIA,5120,CÁCERES,Cultivo permanente,2008,524.0
2247,5,ANTIOQUIA,5134,CAMPAMENTO,Cultivo permanente,2008,6.0
2248,5,ANTIOQUIA,5142,CARACOLÍ,Cultivo abandonado,2008,14.0
2249,5,ANTIOQUIA,5147,CAREPA,Cultivo abandonado,2008,4.0
2250,5,ANTIOQUIA,5148,CARMEN DE VIBORAL,Cultivo abandonado,2008,0.0
2251,5,ANTIOQUIA,5154,CAUCASIA,Cultivo intermintente,2008,2.0
2252,5,ANTIOQUIA,5172,CHIGORODÓ,Cultivo intermintente,2008,2.0
2253,5,ANTIOQUIA,5197,COCORNÁ,Cultivo abandonado,2008,13.0
2254,5,ANTIOQUIA,5234,DABEIBA,Cultivo abandonado,2008,0.0
2255,5,ANTIOQUIA,5250,EL BAGRE,Cultivo permanente,2008,708.0
2256,5,ANTIOQUIA,5284,FRONTINO,Cultivo abandonado,2008,0.0
2257,5,ANTIOQUIA,5310,GÓMEZ PLATA,Cultivo abandonado,2008,0.0
2258,5,ANTIOQUIA,5361,ITUANGO,Cultivo permanente,2008,228.0
2259,5,ANTIOQUIA,5425,MACEO,Cultivo abandonado,2008,0.0
2260,5,ANTIOQUIA,5475,MURINDÓ,Cultivo intermintente,2008,0.0
2261,5,ANTIOQUIA,5480,MUTATÁ,Cultivo intermintente,2008,0.0
2262,5,ANTIOQUIA,5483,NARIÑO,Cultivo abandonado,2008,17.0
2263,5,ANTIOQUIA,5495,NECHÍ,Cultivo permanente,2008,328.0
2264,5,ANTIOQUIA,5490,NECOCLÍ,Cultivo abandonado,2008,0.0
2265,5,ANTIOQUIA,5579,PUERTO BERRÍO,Cultivo abandonado,2008,2.0
2266,5,ANTIOQUIA,5585,PUERTO NARE,Cultivo abandonado,2008,45.0
2267,5,ANTIOQUIA,5591,PUERTO TRIUNFO,Cultivo abandonado,2008,0.0
2268,5,ANTIOQUIA,5604,REMEDIOS,Cultivo permanente,2008,154.0
2269,5,ANTIOQUIA,5628,SABANALARGA,Cultivo abandonado,2008,0.0
2270,5,ANTIOQUIA,5649,SAN CARLOS,Cultivo intermintente,2008,17.0
2271,5,ANTIOQUIA,5652,SAN FRANCISCO,Cultivo permanente,2008,235.0
2272,5,ANTIOQUIA,5660,SAN LUIS,Cultivo permanente,2008,271.0
2273,5,ANTIOQUIA,5665,SAN PEDRO DE URABÁ,Cultivo intermintente,2008,0.0
2274,5,ANTIOQUIA,5667,SAN RAFAEL,Cultivo abandonado,2008,8.0
2275,5,ANTIOQUIA,5670,SAN ROQUE,Cultivo abandonado,2008,3.0
2276,5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,Cultivo abandonado,2008,0.0
2277,5,ANTIOQUIA,5736,SEGOVIA,Cultivo permanente,2008,307.0
2278,5,ANTIOQUIA,5756,SONSÓN,Cultivo intermintente,2008,70.0
2279,5,ANTIOQUIA,5790,TARAZÁ,Cultivo permanente,2008,931.0
2280,5,ANTIOQUIA,5819,TOLEDO,Cultivo emergente,2008,0.0
2281,5,ANTIOQUIA,5837,TURBO,Cultivo permanente,2008,8.0
2282,5,ANTIOQUIA,5842,URAMITA,Cultivo abandonado,2008,0.0
2283,5,ANTIOQUIA,5847,URRAO,Cultivo abandonado,2008,0.0
2284,5,ANTIOQUIA,5854,VALDIVIA,Cultivo permanente,2008,409.0
2285,5,ANTIOQUIA,5858,VEGACHÍ,Cultivo intermintente,2008,22.0
2286,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,Cultivo intermintente,2008,0.0
2287,5,ANTIOQUIA,5885,YALÍ,Cultivo intermintente,2008,0.0
2288,5,ANTIOQUIA,5887,YARUMAL,Cultivo permanente,2008,0.0
2289,5,ANTIOQUIA,5890,YOLOMBÓ,Cultivo intermintente,2008,0.0
2290,5,ANTIOQUIA,5893,YONDÓ ,Cultivo intermintente,2008,239.0
2291,5,ANTIOQUIA,5895,ZARAGOZA,Cultivo permanente,2008,495.0
2292,81,ARAUCA,81065,ARAUQUITA,Cultivo intermintente,2008,205.0
2293,81,ARAUCA,81300,FORTUL,Cultivo abandonado,2008,39.0
2294,81,ARAUCA,81591,PUERTO RONDÓN,Cultivo abandonado,2008,15.0
2295,81,ARAUCA,81736,SARAVENA,Cultivo abandonado,2008,92.0
2296,81,ARAUCA,81794,TAME,Cultivo abandonado,2008,96.0
2297,13,BOLÍVAR,13006,ACHÍ,Cultivo permanente,2008,0.0
2298,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,Cultivo intermintente,2008,43.0
2299,13,BOLÍVAR,13042,ARENAL,Cultivo permanente,2008,117.0
2300,13,BOLÍVAR,13074,BARRANCO DE LOBA,Cultivo intermintente,2008,31.0
2301,13,BOLÍVAR,13160,CANTAGALLO,Cultivo permanente,2008,909.0
2302,13,BOLÍVAR,13268,EL PEÑÓN,Cultivo abandonado,2008,0.0
2303,13,BOLÍVAR,13458,MONTECRISTO,Cultivo permanente,2008,734.0
2304,13,BOLÍVAR,13473,MORALES,Cultivo permanente,2008,156.0
2305,13,BOLÍVAR,13490,NOROSI,Cultivo permanente,2008,0.0
2306,13,BOLÍVAR,13600,RIOVIEJO,Cultivo permanente,2008,230.0
2307,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,Cultivo permanente,2008,193.0
2308,13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,Cultivo intermintente,2008,77.0
2309,13,BOLÍVAR,13670,SAN PABLO,Cultivo permanente,2008,1529.0
2310,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,Cultivo permanente,2008,1319.0
2311,13,BOLÍVAR,13744,SIMITÍ,Cultivo permanente,2008,374.0
2312,13,BOLÍVAR,13810,TIQUISIO ,Cultivo permanente,2008,135.0
2313,15,BOYACÁ,15212,COPER,Cultivo abandonado,2008,0.0
2314,15,BOYACÁ,15223,CUBARÁ,Cultivo abandonado,2008,8.0
2315,15,BOYACÁ,15401,LA VICTORIA,Cultivo abandonado,2008,0.0
2316,15,BOYACÁ,15442,MARIPÍ,Cultivo abandonado,2008,0.0
2317,15,BOYACÁ,15480,MUZO,Cultivo abandonado,2008,0.0
2318,15,BOYACÁ,15507,OTANCHE,Cultivo intermintente,2008,120.0
2319,15,BOYACÁ,15531,PAUNA,Cultivo abandonado,2008,0.0
2320,15,BOYACÁ,15572,PUERTO BOYACÁ,Cultivo permanente,2008,65.0
2321,15,BOYACÁ,15580,QUÍPAMA,Cultivo abandonado,2008,0.0
2322,15,BOYACÁ,15681,SAN PABLO DE BORBUR,Cultivo abandonado,2008,4.0
2323,15,BOYACÁ,15696,SANTA SOFÍA,Cultivo abandonado,2008,0.0
2324,15,BOYACÁ,15832,TUNUNGUÁ,Cultivo abandonado,2008,0.0
2325,17,CALDAS,17433,MANZANARES,Cultivo abandonado,2008,0.0
2326,17,CALDAS,17495,NORCASIA,Cultivo abandonado,2008,39.0
2327,17,CALDAS,17541,PENSILVANIA,Cultivo abandonado,2008,12.0
2328,17,CALDAS,17662,SAMANÁ,Cultivo abandonado,2008,136.0
2329,17,CALDAS,17867,VICTORIA,Cultivo abandonado,2008,0.0
2330,18,CAQUETÁ,18029,ALBANIA,Cultivo permanente,2008,10.0
2331,18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,Cultivo intermintente,2008,185.0
2332,18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,Cultivo permanente,2008,1374.0
2333,18,CAQUETÁ,18205,CURILLO,Cultivo permanente,2008,44.0
2334,18,CAQUETÁ,18247,EL DONCELLO,Cultivo permanente,2008,102.0
2335,18,CAQUETÁ,18256,EL PAUJIL,Cultivo permanente,2008,39.0
2336,18,CAQUETÁ,18001,FLORENCIA,Cultivo permanente,2008,14.0
2337,18,CAQUETÁ,18460,MILÁN,Cultivo permanente,2008,174.0
2338,18,CAQUETÁ,18410,MONTAÑITA,Cultivo permanente,2008,315.0
2339,18,CAQUETÁ,18479,MORELIA,Cultivo intermintente,2008,5.0
2340,18,CAQUETÁ,18592,PUERTO RICO,Cultivo permanente,2008,458.0
2341,18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,Cultivo permanente,2008,92.0
2342,18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,Cultivo permanente,2008,373.0
2343,18,CAQUETÁ,18756,SOLANO,Cultivo permanente,2008,992.0
2344,18,CAQUETÁ,18785,SOLITA,Cultivo permanente,2008,64.0
2345,18,CAQUETÁ,18860,VALPARAÍSO,Cultivo permanente,2008,62.0
2346,19,CAUCA,19022,ALMAGUER,Cultivo abandonado,2008,0.0
2347,19,CAUCA,19050,ARGELIA,Cultivo permanente,2008,483.0
2348,19,CAUCA,19075,BALBOA,Cultivo permanente,2008,15.0
2349,19,CAUCA,19100,BOLÍVAR,Cultivo permanente,2008,4.0
2350,19,CAUCA,19110,BUENOS AIRES,Cultivo intermintente,2008,10.0
2351,19,CAUCA,19130,CAJIBÍO,Cultivo intermintente,2008,0.0
2352,19,CAUCA,19137,CALDONO,Cultivo emergente,2008,0.0
2353,19,CAUCA,19142,CALOTO,Cultivo intermintente,2008,0.0
2354,19,CAUCA,19212,CORINTO,Cultivo intermintente,2008,0.0
2355,19,CAUCA,19256,EL TAMBO,Cultivo permanente,2008,1240.0
2356,19,CAUCA,19290,FLORENCIA,Cultivo abandonado,2008,0.0
2357,19,CAUCA,19318,GUAPI,Cultivo permanente,2008,1434.0
2358,19,CAUCA,19364,JAMBALÓ,Cultivo emergente,2008,0.0
2359,19,CAUCA,19392,LA SIERRA,Cultivo abandonado,2008,4.0
2360,19,CAUCA,19397,LA VEGA,Cultivo abandonado,2008,1.0
2361,19,CAUCA,19418,LÓPEZ,Cultivo permanente,2008,476.0
2362,19,CAUCA,19450,MERCADERES,Cultivo intermintente,2008,0.0
2363,19,CAUCA,19455,MIRANDA,Cultivo intermintente,2008,0.0
2364,19,CAUCA,19473,MORALES,Cultivo permanente,2008,29.0
2365,19,CAUCA,19532,PATÍA  ,Cultivo permanente,2008,105.0
2366,19,CAUCA,19533,PIAMONTE,Cultivo permanente,2008,523.0
2367,19,CAUCA,19548,PIENDAMÓ,Cultivo emergente,2008,0.0
2368,19,CAUCA,19622,ROSAS,Cultivo intermintente,2008,0.0
2369,19,CAUCA,19701,SANTA ROSA,Cultivo intermintente,2008,16.0
2370,19,CAUCA,19698,SANTANDER DE QUILICHAO,Cultivo emergente,2008,0.0
2371,19,CAUCA,19760,SOTARÁ ,Cultivo abandonado,2008,0.0
2372,19,CAUCA,19780,SUÁREZ,Cultivo permanente,2008,32.0
2373,19,CAUCA,19785,SUCRE,Cultivo permanente,2008,0.0
2374,19,CAUCA,19807,TIMBÍO,Cultivo intermintente,2008,0.0
2375,19,CAUCA,19809,TIMBIQUÍ,Cultivo permanente,2008,1050.0
2376,19,CAUCA,19821,TORIBÍO,Cultivo intermintente,2008,0.0
2377,20,CESAR,20178,CHIRIGUANÁ,Cultivo abandonado,2008,0.0
2378,20,CESAR,20310,GONZÁLEZ,Cultivo permanente,2008,0.0
2379,20,CESAR,20517,PAILITAS,Cultivo abandonado,2008,5.0
2380,20,CESAR,20710,SAN ALBERTO,Cultivo intermintente,2008,0.0
2381,20,CESAR,20770,SAN MARTÍN,Cultivo intermintente,2008,0.0
2382,27,CHOCÓ,27006,ACANDÍ,Cultivo permanente,2008,0.0
2383,27,CHOCÓ,27025,ALTO BAUDÓ ,Cultivo permanente,2008,391.0
2384,27,CHOCÓ,27050,ATRATO ,Cultivo intermintente,2008,0.0
2385,27,CHOCÓ,27075,BAHÍA SOLANO ,Cultivo abandonado,2008,0.0
2386,27,CHOCÓ,27077,BAJO BAUDÓ  ,Cultivo permanente,2008,1114.0
2387,27,CHOCÓ,27099,BOJAYÁ ,Cultivo abandonado,2008,0.0
2388,27,CHOCÓ,27150,CARMEN DEL DARIÉN  ,Cultivo permanente,2008,0.0
2389,27,CHOCÓ,27205,CONDOTO,Cultivo permanente,2008,55.0
2390,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,Cultivo intermintente,2008,52.0
2391,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,Cultivo permanente,2008,102.0
2392,27,CHOCÓ,27361,ISTMINA,Cultivo permanente,2008,425.0
2393,27,CHOCÓ,27372,JURADÓ,Cultivo abandonado,2008,0.0
2394,27,CHOCÓ,27413,LLORÓ,Cultivo intermintente,2008,0.0
2395,27,CHOCÓ,27425,MEDIO ATRATO ,Cultivo abandonado,2008,0.0
2396,27,CHOCÓ,27430,MEDIO BAUDÓ ,Cultivo permanente,2008,228.0
2397,27,CHOCÓ,27450,MEDIO SAN JUAN ,Cultivo permanente,2008,0.0
2398,27,CHOCÓ,27491,NÓVITA,Cultivo permanente,2008,215.0
2399,27,CHOCÓ,27495,NUQUÍ,Cultivo abandonado,2008,23.0
2400,27,CHOCÓ,27001,QUIBDÓ,Cultivo permanente,2008,7.0
2401,27,CHOCÓ,27580,RÍO IRÓ ,Cultivo permanente,2008,0.0
2402,27,CHOCÓ,27600,RÍO QUITO ,Cultivo intermintente,2008,9.0
2403,27,CHOCÓ,27615,RIOSUCIO,Cultivo permanente,2008,0.0
2404,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,Cultivo permanente,2008,94.0
2405,27,CHOCÓ,27745,SIPÍ,Cultivo permanente,2008,74.0
2406,27,CHOCÓ,27787,TADÓ,Cultivo abandonado,2008,5.0
2407,27,CHOCÓ,27800,UNGUÍA,Cultivo permanente,2008,0.0
2408,27,CHOCÓ,27810,UNIÓN PANAMERICANA ,Cultivo abandonado,2008,0.0
2409,23,CÓRDOBA,23350,LA APARTADA,Cultivo abandonado,2008,0.0
2410,23,CÓRDOBA,23466,MONTELÍBANO,Cultivo permanente,2008,621.0
2411,23,CÓRDOBA,23580,PUERTO LIBERTADOR,Cultivo permanente,2008,464.0
2412,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,Cultivo permanente,2008,0.0
2413,23,CÓRDOBA,23807,TIERRALTA,Cultivo permanente,2008,624.0
2414,23,CÓRDOBA,23855,VALENCIA,Cultivo permanente,2008,1.0
2415,25,CUNDINAMARCA,25148,CAPARRAPÍ,Cultivo abandonado,2008,0.0
2416,25,CUNDINAMARCA,25518,PAIME,Cultivo abandonado,2008,0.0
2417,25,CUNDINAMARCA,25823,TOPAIPÍ,Cultivo abandonado,2008,0.0
2418,25,CUNDINAMARCA,25885,YACOPÍ,Cultivo abandonado,2008,12.0
2419,94,GUAINÍA,94343,BARRANCO MINA ,Cultivo abandonado,2008,155.0
2420,94,GUAINÍA,94001,INIRIDA,Cultivo abandonado,2008,187.0
2421,94,GUAINÍA,94663,MAPIRIPANA ,Cultivo abandonado,2008,0.0
2422,94,GUAINÍA,94888,MORICHAL  ,Cultivo permanente,2008,117.0
2423,94,GUAINÍA,94887,PANÁ PANÁ  ,Cultivo abandonado,2008,40.0
2424,94,GUAINÍA,94884,PUERTO COLOMBIA ,Cultivo abandonado,2008,126.0
2425,95,GUAVIARE,95015,CALAMAR,Cultivo permanente,2008,808.0
2426,95,GUAVIARE,95025,EL RETORNO,Cultivo permanente,2008,2415.0
2427,95,GUAVIARE,95200,MIRAFLORES,Cultivo permanente,2008,1263.0
2428,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,Cultivo permanente,2008,2143.0
2429,44,LA GUAJIRA,44090,DIBULLA,Cultivo intermintente,2008,160.0
2430,44,LA GUAJIRA,44001,RIOHACHA,Cultivo abandonado,2008,0.0
2431,47,MAGDALENA,47053,ARACATACA,Cultivo abandonado,2008,0.0
2432,47,MAGDALENA,47189,CIÉNAGA,Cultivo abandonado,2008,23.0
2433,47,MAGDALENA,47288,FUNDACIÓN,Cultivo abandonado,2008,0.0
2434,47,MAGDALENA,47001,SANTA MARTA ,Cultivo permanente,2008,368.0
2435,50,META,50350,LA MACARENA,Cultivo permanente,2008,218.0
2436,50,META,50400,LEJANÍAS,Cultivo abandonado,2008,0.0
2437,50,META,50325,MAPIRIPÁN,Cultivo permanente,2008,2180.0
2438,50,META,50330,MESETAS,Cultivo intermintente,2008,62.0
2439,50,META,50450,PUERTO CONCORDIA,Cultivo permanente,2008,75.0
2440,50,META,50568,PUERTO GAITÁN,Cultivo abandonado,2008,386.0
2441,50,META,50577,PUERTO LLERAS,Cultivo intermintente,2008,134.0
2442,50,META,50573,PUERTO LÓPEZ,Cultivo abandonado,2008,0.0
2443,50,META,50590,PUERTO RICO,Cultivo permanente,2008,938.0
2444,50,META,50683,SAN JUAN DE ARAMA,Cultivo permanente,2008,39.0
2445,50,META,50689,SAN MARTÍN,Cultivo abandonado,2008,0.0
2446,50,META,50370,URIBE,Cultivo intermintente,2008,6.0
2447,50,META,50711,VISTAHERMOSA,Cultivo permanente,2008,1487.0
